id,st_address,ad_hist,ad_city,post_code,coords_lat,coords_long,description,more_info,prim_source,org_lcp,org_unia,org_iafe_iasb,org_wasu,org_wisu,org_apu,org_npu,org_cwa,org_csa,org_paf,day_month_yr,month_yr,year_first,year_last,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,single_event,mulltiple_events,citation,entrant,residential,res_cntry,social,political,discrimination,paid_work,black_org_hq,bombing,nightlife,civ_defence,evacuation,religious,education,immigration,us_military_hq,us_military_social,uk_govt_hq,uk_govt_social,other_govt,healthcare,arts ,sport,short_term_residence
l0059,,Hammersmith Palais,London,W6 7NL,51.494052,-0.224087,Site of the Hammersmith Palais where Frank Holder from British Guiana performed in the middle years of the 1940s.,,,,,,,,,,,,,,,1945,1948,,,,,,,,,,,1,1,1,,,(Bourne 2012: 38),OA 20/01/20,,,,,,1,,,1,,,,,,,,,,,,,,
l0060,,Lyceum Ballroom,London,WC2E 7RQ,51.511493,-0.119794,Site of the Lyceum Ballroom where Frank Holder from British Guiana performed in the middle years of the 1940s.,,,,,,,,,,,,,,,1945,1948,,,,,,,,,,,1,1,1,,,(Bourne 2012: 38),OA 20/01/20,,,,,,1,,,1,,,,,,,,,,,,,,
l0061,,"400 Club, Leicester Square",London,WC2H 7LA,51.510274,-0.12941,"Site of the 400 club in Leicester Square, a place American singer Elisabeth Welch described as 'very chic', where black Londoner Reginald Forsyth performed several times a week  in the 1930s.",,,,,,,,,,,,,,,1934,1941,1,1,1,1,1,1,1,,,,,,,,,(Bourne 2012: 39),OA 20/01/20,,,1,,,1,,,1,,,,,,,,,,,,,,
l0062,,"Adastral House, Air Ministry Building",London,WC2B 4AE,51.513475,-0.117367,Site of the Air Ministry building where Bill Strachan from Jamaica defied protocal and applied directly to join the RAF in 1940,http://www.61aldwych.com/Core/Content/61ALDWYCHBUILDINGHISTORY-TIMELINE/Content11557.aspx,,,,,,,,,,,,,March.40,1940,1940,,,,,,1,,,,,,,,,,(Bourne 2012: 54),OA 20/01/20,,,,,,1,,,,,,,,,,,1,,,,,,
l0063,Piccadilly Circus,,London,W1J 9HS,51.509969,-0.134885,"Site of Piccadilly Circus, where crowds gathered at the end of the war, including Trinidadian RAF pilot Ulric Cross and 'Ambrose' Campbell's band the West African Rhythm Brothers. Campbell recalled 'People didn't know what was going on, but they joined in'.",,,,,,,,,,,,,,May.45,1945,1945,,,,,,,,,,,1,,,,,(Bourne 2012: 61; https://www.allmusic.com/artist/ambrose-campbell-mn0001257608/biography),OA 20/01/20 24/01/20,,,1,,,,,,,,,,,,,,,,,,,,
l0064,59 Boundary Road ,,London,NW8 0JD,51.539187,-0.181555,Site of the house where Trinidadian activist and Marxist C.L.R. James lived in the mid 1930s.,,,,,1,,,,,,,,,,1933,1938,1,1,1,1,,,,,,,,,,,,(Schwarz 1996: 177),WW 20/01/20,1,,,,,,,,,,,,,,,,,,,,,,
l0065,60 Burghley Road,,London,NW5 1UH,51.555769,-0.14145,"Site of the one bedroom flat where the first president of Ghana, Kwame Nkrumah, lived between 1945 and 1947 and hosted political meetings and racially mixed parties. Nkrumah was mentored by Trinidadian activist George Padmore, who knew him through Trinidian Marxist writer C.L.R. James.",,,,,,,,,,,,,,May.45,1945,1947,,,,,,,,,,,1,1,1,,,(Schwarz 1996: 177; Matera 2015: 9),WW 20/01/20; OA 21/01/20,1,,,,,,,,,,,,,,,,,,,,,,
l0066,34 Adolphus Road,,London,N4 2AY,51.568019,-0.097299,"Site of the house where the future president of Botswana, Seretse Khama, lived between 1946 and 1948. ",,,,,,,,,,,,,,,1946,1948,,,,,,,,,,,,1,1,,,(Schwarz 1996: 178),WW 20/01/20,1,,,,,,,,,,,,,,,,,,,,,,
l0067,,Africa House,London,NW1 9BS,51.545396,-0.129998,"Site of the headquarters of the the West African Students Union (WASU) from June 1938 onwards. It was a centre of social life and political discussion especially popular with Nigerian students and had 12 beds, a library and cafe.",https://wasuproject.org.uk/history-of-wasu/,,,,,1,,,,,,,,,1938,1953,,,,1,1,1,1,1,1,1,1,1,1,,,(CO 876),OA 21/01/20,,,1,1,,,1,,,,,,,,,,,,,,,,1
l0068,Vauxhall Bridge Road,,London,SW1,51.49133426,-0.1350410709,"Site of the residence of Kenyan nationalist Jomo Kenyatta in the mid-1930s, where Trinidadian activist George Padmore also stayed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Matera 2015: 8),OA 21/01/20,,,,,,,,,,,,,,,,,,,,,,,
l0069,Guilford Street,,London,WC1,51.52280019,-0.1228097733,Site of the temporary residence of Trinidadian activist George Padmore.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Matera 2015: 8),OA 21/01/20,,,,,,,,,,,,,,,,,,,,,,,
l0070,King Henry's Road,,London,NW3,51.54234246,-0.1631700954,"Site of the residence of Trinidadian student, historian and future Prime Minister of Trinidad and Tobago Eric Williams and wife Elsie.",,,,,,,,,,,,,,,1937,,,,1,,,,,,,,,,,,,(Matera 2015: 8),OA 21/01/20,,,,,,,,,,,,,,,,,,,,,,,
l0071,37 Primrose Gardens,,London,NW3 4UL,51.547163,-0.163504,Site of the residence of Nana Joseph Emmanuel Appiah and other radicals from African west coast known as the 'Primrose gang' in mid 1940s.,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,(Matera 2015: 8),OA 21/01/20,1,,,,,,,,,,,,,,,,,,,,,,
l0072,,,London,NW3 3AD,51.540181,-0.159308,Site of the residence of Barbadian communist Peter Blackman. Blackman was a poet and associate of African American political luminaries Paul Robeson and W.E.B. Du Bois.,http://www.irr.org.uk/news/restoring-peter-blackman/,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,(Matera 2015: 8/ 211),"OA 21/01/20, WW 31/01/20",1,,,,,,,,,,,,,,,,,,,,,,
l0073,98 King Henry's Road,,London,NW3 3SL,51.542119,-0.16646,Site of the residence of South African novelist Peter Abrahams. Abrahams was an associate of various anti-colonial activists including Trinidadian George Padmore and African nationalists Jomo Kenyatta and Kwame Nkrumah.,,,,,,,,,,,,,,,1940,1947,,,,,,1,1,1,1,1,1,1,1,,,"(Matera 2015: 8), (Killingray 2009: 395)",OA 21/01/20,1,,,,,,,,,,,,,,,,,,,,,,
l0074,25 Laurier Road,,London,NW5 1SH,51.55958,-0.144199,Site of the residence of Ghanaian intelletual K. A. B. Jones-Quartney.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Matera 2015: 8),OA 21/01/20,1,,,,,,,,,,,,,,,,,,,,,,
l0075,18 Eton Road,,London,NW3,51.544275,-0.159347,"Site of the residence of Nigerian musician Billy Olu Sholanke, associate of Ghanaian activist Kwame Nkrumah.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Matera 2015: 9-10),OA 21/01/20,1,,,,,,,,,,,,,,,,,,,,,,
l0076,Flat in St Pancras of Nigerian musician Oladipupo 'Ambrose' Campbell,,London,,unknown,unknown,"Site of the flat in St Pancras of Nigerian musician Oladipupo 'Ambrose' Campbell, the leader of the popular band the 'West African Rhythm Brothers'.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Matera 2015: 10) https://www.theguardian.com/music/2006/jan/22/popandrock3,OA 21/01/20 24/01/20,,,,,,,,,,,,,,,,,,,,,,,
l0077,"Camden Town flat of Brewster Hughes, bandmate of Oladipupo 'Ambrose' Campbell",,London,,unknown,unknown,"Site of the Camden Town flat of Brewster Hughes, bandmate of Nigerian musician Oladipupo 'Ambrose' Campbell who played together in the 'West Africa Rhythm Brothers'.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Matera 2015: 10),OA 21/01/20,,,,,,,,,,,,,,,,,,,,,,,
l0078,,Student Movement House,London,WC1B 5DN,51.521337,-0.127485,"Site of Student Movement House, founded by the Student Christian Movement in 1917 which served as a residence for black students in the interwar period.",,,,,,,,,,,,,,,1919,1938,1,1,,,,,,,,,,,,,,"(Matera 2015: 10-11), (Lee 2006: 4)","OA 21/01/20, WW 14/02/20",,,,,,,,,,,,,1,,,,,,,,,,1
l0079,5 Marchmont Street,,London,WC1N 1QJ,51.5235,-0.1246,Site where Jamaican jazz musician Leslie Thompson and Trinidadian musician Carl Barriteau lived at different points during the late 1930s and early 1940s.,,,,,,,,,,,,,,,1939,,,,,,1,,,,,,,,,,,(Matera 2015: 11) (1939 Register: RG101/0253A/021/20),OA 21/01/20; OA 20/03/20,1,,,,,,,,,,,,,,,,,,,,,,
l0080,,Shim Sham,London,W1D 6PU,51.511388,-0.132186,Site of the Soho jazz club where black musicians played including Ghanaian musician Cab Kaye (Augustus Kwamlah Quaye).,https://historicengland.org.uk/research/inclusive-heritage/lgbtq-heritage-project/meeting-and-socialising/bohemian-london/,,,,,,,,,,,,,,1935,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,(Matera 2015: 11),OA 21/01/20,,,1,,,1,,,,,,,,,,,,,,,,,
l0081,,The Nest,London,W1B 5QP,51.512924,-0.139646,Site of a Soho jazz club where black musicians played including Ghanaian musician Cab Kaye (Augustus Kwamlah Quaye) and where 'reefer cigarettes' were smoked. The Nest was closed in 1939 after police discovered a ring of jewellery thieves operating out of it.,,,,,,,,,,,,,,,1936,1939,,1,1,1,1,,,,,,,,,,,"(Matera 2015: 11, 171)","OA 21/01/20, WW 28/01/20",,,1,,,1,,,,,,,,,,,,,,,,,
l0082,,Paramount Dance Hall,London,WC2H 0LA,51.523916,-0.137353,"Site of a dance hall on Tottenham Court Road famous for interracial patronage, where Ghanaian musician Cab Kaye (Augustus Kwamlah Quaye) was credited with breaking the 'colour bar'.",,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,(Matera 2015: 11),OA 21/01/20,,,1,,,,,,,,,,,,,,,,,,,,
l0083,95 Cambridge Street,,London,SW1V 4PY,51.489968,-0.143146,"Site of the residence of Kenyan student and future president of an independent Kenya, Jomo Kenyatta, between 1933 and 1937, during which time he appeared as an extra in the film 'Sanders of the River'.",https://www.english-heritage.org.uk/visit/blue-plaques/jomo-kenyatta/,,,,,,,,,,,,,,1933,1937,1,1,1,,,,,,,,,,,,,(English Heritage Online),OA 21/01/20,1,,1,1,,,,,,,,,,,,,,,,,,,
l0084,,"Ciro's Club, Orange Street",London,SW1Y 4DG,51.509021,-0.131546,"Site of Ciro's Club, where gay African American performer Jimmie Daniels performed in the 1930s.",https://historicengland.org.uk/research/inclusive-heritage/lgbtq-heritage-project/meeting-and-socialising/bohemian-london/,,,,,,,,,,,,,,,1939,1,1,1,1,1,,,,,,,,,,,(Historic England Web),OA 21/01/20,,,1,,,1,,,1,,,,,,,,,,,,,,
l0085,Leicester Square Theatre,,London,WC2H 7BX,51.511365,-0.130152,"Site of the London theatre where the film 'Sanders of the River' debuted in April 1935, starring American actor and activist Paul Robeson. Robeson left the movie theater halfway through, disgusted by the colonialism shown in the film. He was coaxed back by his wife Eslanda, also in attendence. ",,,,,,,,,,,,,,,1935,1935,1,,,,,,,,,,,,,,,(Robeson Jr 2001: 224),WW 21/01/20,,,1,,,1,,,1,,,,,,,,,,,,,,
l0086,The Arts Theatre,,London,WC2H 7JB,51.511944,-0.1275,Site of an experimental theatre where Paul Robeson titled in a production of 'Basalik' in April 1935. Basalik was about an 'independent-minded African chief' and ran for three days.,,,,,,,,,,,,,,,1935,1935,1,,,,,,,,,,,,,,,(Robeson Jr 2001: 226),WW 21/01/20,,,,,,1,,,1,,,,,,,,,,,,1,,
l0087,The Embassy Theatre,,London,NW3 3HY,51.5442,-0.1738,"Site of the theatre where American actor and activist Paul Robeson performed the play 'Stevedore' in May 1935. Stevedore ran for two weeks in London, but was even more popular in theatres aimed at black communities in places like New York City and Chicago.",,,,,,,,,,,,,06/05/1935,May.35,1935,1935,1,,,,,,,,,,,,,,,(Robeson Jr 2001: 226),WW 21/01/20,,,,,,1,,,1,,,,,,,,,,,,1,,
l0088,19 Buckingham Street,,London,WC2N 6EF,51.508487,-0.123348,"Site of the first home of the Robeson family during their stay in London. American actor and activist Paul Robeson lived here with his wife, Eslanda, and his son, Paul Jr.",,,,,,,,,,,,,,,1935,1938,1,1,1,1,,,,,,,,,,,,(Robeson Jr 2001: 236),WW 21/01/20,1,,,,,,,,,,,,,,,,,,,,,,
l0089,,The Westminster Theatre,London,SW1E 5JA,51.49857,-0.14091,"Site of the Westimster Theatre, where American actor and activist Paul Robeson played the lead in Trinidadian Marxist C.L.R. James's play 'Toussaint L'ouveture' in March 1936. The two performances of James' play here were sponsored by the Stage Society.",,,,,,,,,,,,,,March.36,1936,1936,,1,,,,,,,,,,,,,,(Robeson Jr 2001: 239),WW 21/01/20,,,1,,,1,,,1,,,,,,,,,,,,1,,
l0090,,The Unity Theatre,London,WC1X 9JD,51.53013,-0.117788,"Site of the Unity Theatre, a workers' theatre which American actor and activist Robeson helped found as a working-class cultural institution. Robeson played without a fee in 1937 and Guyanese actor Robert Adams performed in 1939. Adams joined the theatre's professional company in 1946.",https://www.wcml.org.uk/our-collections/creativity-and-culture/drama-and-literature/london-unity-theatre/,,,,,,,,,,,,,October.37,1937,1946,,,1,1,1,,,,,,,1,,,,"(Robeson Jr 2001: 284), (Matera 2015: 308)","WW 21/01/20, WW 05/02/20",,,1,1,,1,,,1,,,,,,,,,,,,1,,
l0091,Victoria Palace Theatre,,London,SW1E 5EA,51.496778,-0.14325,"Site of the Victoria Palace Theatre, where American actor and activist Paul Robeson sang a benefit concert for Republic Spain in April 1937. The concert was organized to raise aid for the 'women and children of Republican Spain'.",,,,,,,,,,,,,,April.37,1937,1937,,,1,,,,,,,,,,,,,(Robeson Jr 2001: 287),WW 21/01/20,,,1,1,,,,,1,,,,,,,,,,,,,,
l0092,"2 St. Albans Road, Highgate",,London,NW5 1RD,51.561292,-0.149509,"Site of the house next to Hampstead Heath, with wonderful views, where the Robeson family lived from 1938 to 1939.",,,,,,,,,,,,,,,1938,1939,,,,1,1,,,,,,,,,,,(Robeson Jr 2001: 313),WW 21/01/20,1,,,,,,,,,,,,,,,,,,,,,,
l0093,The Hounarable Society of the Outer Temple,,London,EC4Y 7HL,51.5125,-0.109,"Site of one of the four law courts of England and Wales, where Caribeans and Africans could train to become lawyers.",,,,,,,,,,,,,,May.44,1944,1947,,,,,,,,,,1,1,1,1,,,(King 1973: Chapter 10),WW 21/01/20,,,,,,1,,,,,,,1,,,,,,,,,,
l0094,2 Calthorpe Street,,London,WC1X 0JS,51.524494,-0.115345,"Site of the headquarters of the (first) Pan African Federation, which was run from the basement. As Guyanese activist T. Ras. Makonnen remembered: 'There wasn't any clear membership. A lot of them came around simply because we provided a base and a talking point where the coffee pot was almost always on the stove'.",,,,,,,,,,,,1,,,1936,,,1,,,,,,,,,,,,,,(King 1973: 118),WW 21/01/20,,,1,1,,,1,,,,,,,,,,,,,,,,
l0095,Lord's Cricket Ground,,London,NW8 8QN,51.5294, -0.1727,"Site of the 'Home of Cricket', where many black players played, most notably during the 1939 West Indies tour. Lord's was also the site of a number of games between 'dominions' and English teams during the war.",,,,,,,,,,,,,,,1939,1946,,,,,1,1,,,1,1,,1,,,,(Mason 2008: 65/91/93/102),WW 23/01/20,,,1,,,1,,,,,,,,,,,,,,,,,
l0096,The Oval,,London,SE11 5SS,51.483611,-0.115,"Site of a famous cricket ground in London where many black players played, most notably during the 1939 West Indies tour. Famous Trinidadian cricketer Learie Constantine made his last test match appearance here, scoring 76 runs.",,,,,,,,,,,,,,August.39,1939,1939,,,,,1,,,,,,,,,,,(Mason 2008: 65),WW 23/01/20,,,1,,,1,,,,,,,,,,,,,,,,,
l0097,The Honourable Society of the Middle Temple ,,London,EC4Y 9AT,51.5125,-0.112,"Site of one of the four law courts of England and Wales, where Caribeans and Africans could train to become lawyers. Famous Trinidadian cricketer and Ministry of Labour employee Learie Constantine studied here in the mid-1940s.",,,,,,,,,,,,,,,1939,1946,,,,,1,1,1,1,,1,1,1,,,,"(Mason 2008: 111), (Oxford Companion 2007: 96)",WW 23/01/20,,,,,,1,,,,,,,1,,,,,,,,,,
l0098,Holborn Town Hall,,London,WC1V 7BD,51.517054,-0.122757,"Site where the 'All Colonial People's Conference' organized by the Pan African Federation (PAF) and West African Students Union (WASU) took place in June 1945. Trinidadian activist George Padmore was vital in the organizing of the conference, in which many black, white and Asian luminaries spoke.",,,,,,1,,,,,,1,10/06/1945,June.45,1945,1945,,,,,,,,,,,1,,,,,"(Adi, in Baptiste and Lewis 2009: 78)",WW 24/01/20,,,,1,,,,,,,,,,,,,,,,,,,
l0099,Conway Hall,,London,WC1R 4RL,51.519774,-0.11836,"Site of a Negro Welfare Association conference on 'the situation of blacks in Britain' in October 1935, which addressed 'black unemployment' and 'the lack of student housing' in Britain alongside events in the Gold Coast and Nyasaland. The Hall also saw a series of protest meetings in the late 1930s, a communist confernence against imperialism in 1940 and a public rally in support of the Nigerian general strike, held in July 1945. The  Nigeria protest was described as 'one of the largest rallies of coloured peoples ever witnessed in the British capital'.",,,,,1,1,,1,,,,1,,October.35,1935,1945,1,,1,1,1,1,,,,,1,,,,,"(Adi, in Baptiste and Lewis 2009: 81), (King 1973: 120), (Pennybacker 2009: 88)","WW 24/01/20, WW 30/01/20, WW 11/02/20",,,,1,,,,,,,,,,,,,,,,,,,
l0100,,Congregational Memorial Hall,London, EC4M 7RD,51.515,-0.1042,"Site of the Congregational Memorial Hall, headquarters of the League of Coloured Peoples between 1937 and 1939. The hall also hosted a 'Conference on African Peoples, Democracy and World Peace' in July 1939 and the Second Subject People's Conference in October 1945.",,,1,,1,,,,,,,,,,1937,1945,,,1,1,1,,,,,,1,,,,,"(Adi, in Baptiste and Lewis 2009: 81), (Adi 2006: 32)","WW 24/01/20, WW 03/02/20",,,,1,,,,,,,,,,,,,,,,,,,
l0101,,The International Afro Restaurant,London,W1D 1BL,51.517069,-0.126686,"Site of the International Afro Restaurant, opened beneath the residence of Jamaican activist Amy Ashwood Garvey in 1935, which was both the birthplace and informal headquarters of the International African Friends of Ethiopia (IAFE). CLR James described the restaurant as 'very important to me' as he found 'English food uneatable'.",https://dcrn.northeastern.edu/the-florence-mills-social-parlour/,,,,1,,,,,,,,,,1935,1939,1,1,1,1,1,,,,,,,,,,,"(Matera 2015: 145-6), (Makalani 2011: 206)","WW 27/01/20, WW 07/02/20",1,,1,1,,1,,,,,,,,,,,,,,,,,
l0102,,The Cuba Club,London,W1D 5QB,51.511801,-0.130665,"Site of the Cuba Club, owned by Trinidadian George 'Happy' Blake, where several Jamaican jazz musicians played in the 1930s and 1940s. The famous jazz club 'Ronnie Scott's' was founded here subsequently after the war.",,,,,,,,,,,,,,November.35,1935,,1,,,,,,,,,,,,,,,(Matera 2015: 154),WW 27/01/20,,,1,,,1,,,1,,,,,,,,,,,,,,
l0103,,No.1 Rhythm Club,London,W1B 5RT,51.51021,-0.137215,"Site of the No.1 Rhythm Club, in which mostly white, mostly male, jazz fans could hear the latest trends from live performances, often involving black musicians. Jamaican Bertie King and Barbadian Dave Wilkins collaborated with white musicians at an appearance here in 1938.",,,,,,,,,,,,,,,1938,1938,,,,1,,,,,,,,,,,,(Matera 2015: 157),WW 27/01/20,,,1,,,1,,,1,,,,,,,,,,,,,,
l0104,,Rendezvous des Artistes,London,,unknown,unknown,"Site of the Rendezvous des Artistes, a club owned by Trinidadian George 'Happy' Blake, where many black musicians played.",https://blackbritishswing.wordpress.com/2012/12/22/black-british-swing-the-african-diasporas-contribution-to-englands-own-jazz-of-the-1930s-and-1940s/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Matera 2015: 169),WW 28/01/20,,,1,,,1,,,1,,,,,,,,,,,,,,
l0105,,The Barbarina,London,NW8,unknown,unknown,"Site of the Barbarina, a club owned by Trinidadian George 'Happy' Blake during the war.",https://blackbritishswing.wordpress.com/2012/12/22/black-british-swing-the-african-diasporas-contribution-to-englands-own-jazz-of-the-1930s-and-1940s/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Matera 2015: 169),WW 28/01/20,,,1,,,1,,,1,,,,,,,,,,,,,,
l0106,,The Havana Club,London,W1D 7HQ,51.510858,-0.13497,"Site of the Havana Club, where Trinidadian musician Cyril Blake's band played during the war.",,,,,,,,,,,,,,,1941,1942,,,,,,,1,1,,,,,,,,(Matera 2015: 169),WW 28/01/20,,,1,,,1,,,1,,,,,,,,,,,,,,
l0107,,The Chesterfield Club,London,W1J 5EB,51.507728,-0.147117,"Site of the Chesterfield Club, where Trinidadian musician Cyril Blake's band played during the war. The Club was set up by Clementine Churchill, Winston's wife, for visiting American and Dominion servicemen.",https://www.chesterfieldmayfair.com/about/history,,,,,,,,,,,,,,1943,1945,,,,,,,,,1,1,1,,,,,(Matera 2015: 169),WW 28/01/20,,,1,,,1,,,1,,,,,,,1,,,,,,,
l0108,,The Panama Club,London,W1D 7NF,51.511177,-0.134253,"Site of the Panama Club, 'a drinking club with a small dance floor', where Jamaican musician Cyril Blake's band played in 1946 and Jamaican jazz performer Coleridge Goode played in 1942.",,,,,,,,,,,,,,,1946,1946,,,,,,,,1,,,,1,,,,"(Matera 2015: 169), (Goode 2002)","WW 28/01/20, WW 14/04/20",,,1,,,1,,,1,,,,,,,,,,,,,,
l0109,,14 The Mansions,London,NW6 1TE,51.551436,-0.192543,"Site of the West Hamstead flat where Jamaican writer and broadcaster Una Marson lived during her second spell in London, during which time she did several pieces of work for the BBC. Jamaican Jazz musician Coleridge Goode briefly lived with Marson in 1942.",,,,,,,,,,,,,,,1938,1945,,,,1,1,1,1,1,1,1,1,,,,,(Matera 2015: 177),WW 28/01/20,1,,,,,,,,,,,,,,,,,,,,,,
l0110,Westminster Abbey,,London,SW1P 3PA,51.499618,-0.126867,"Site where several 'African chiefs' attended the coronation of George VI in May 1937. The African chiefs attending the coronation supported a resolution protesting recent Italian atrocities in Addis Ababa. On another occasion, a Nigerian lawyer and co-founder of the Nigerian Progress Union (NPU) was pictured in an image entitled 'Two Lawyers' taken at the opening of the Michaelmas Law Sittings at the abbey. ",https://www.gettyimages.co.uk/detail/news-photo/ladipo-solanke-with-a-fellow-barrister-after-a-service-in-news-photo/3312618,,,,,1,,,1,,,,12/10/1936,October.36,1936,1937,,1,1,,,,,,,,,,,,,"(Matera 2015: 29), (Pennybacker 136)","OA 28/01/20, WW 11/02/20",,,,1,,,,,,,,,,,,,,,,,,,
l0111,112 Newington Causeway,,London,SE1 6NJ,51.496584,-0.099672,Site of Barbadian doctor Cecil Belfield Clarke's medical practice. Clarke was a friend and confident of famous pan-African leader W.E.B. Du Bois.,https://credo.library.umass.edu/view/pageturn/mums312-b181-i356/#page/1/mode/1up,,1,,1,1,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,"(Matera 2015: 37), https://credo.library.umass.edu/view/pageturn/mums312-b181-i356/#page/1/mode/1up",OA 28/01/20,,,,,,1,,,,,,,,,,,,,,1,,,
l0112,The Bloomsbury Ballroom,,London,WC1B 4DA,51.51913,-0.122285,Site where Jamaican jazz musician Coleridge Goode and his band played at the Rose Room following the end of the Second World War. The beautiful art deco ballroom was a marked change from the grimy Soho clubs the band had previously been perfoming.,,,,,,,,,,,,,,,1946,1947,,,,,,,,,,,,1,1,,,(Matera 2015: 177),WW 28/01/20,,,1,,,1,,,1,,,,,,,,,,,,,,
l0113,,"Belfield House, New Barnet",London,NW10 9AE,51.645709,-0.185567,Site of the home of Barbadian doctor Cecil Belfield Clarke and his partner Pat Walter which also hosted the League of Coloured Peoples' fifth annual garden party in 1936.,https://www.digitalcommonwealth.org/search/commonwealth-oai:h128pb835,,1,,1,1,,,,,,,,,1935,1947,1,1,1,1,1,1,1,1,1,1,1,1,1,,,https://www.digitalcommonwealth.org/search/commonwealth-oai:h128pb835; (Whittall 2012: 207),"OA 28/01/20, 17/02/20",1,,1,1,,,,,,,,,,,,,,,,,,,
l0114,,Congo Club,London,,51.510755,-0.134788,Site of a Soho club where Trinidadian musician Cyril Blake played.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Matera 2015: 181),WW 28/01/20,,,1,,,1,,,1,,,,,,,,,,,,,,
l0115,,Rudolph Dunbar School of Clarinet Playing,London,,unknown,unknown,Site of a school founded by Guyanese musician Rudolph Dunbar in 1931.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Oxford Companion 2007: 135),WW 29/01/20,,,,,,,,,,,,,1,,,,,,,,1,,
l0116,Theatre Royal,,London,WC2B 5JF,51.512778,-0.120556,"Site of the Drury Lane theatre, where American singer Adelaide Hall appeared in 'The Sun Never Sets' in 1938. Hall decided to stay in London following the show's run and became a well-known fixture on the Soho entertainment scene.",,,,,,,,,,,,,,,1938,1938,,,,1,,,,,,,,,,,,(Oxford Companion 2007: 205),WW 29/01/20,,,1,,,1,,,1,,,,,,,,,,,,1,,
l0117,London Palladium,,London,W1F 7TF,51.514944,-0.140806,Site of a West End theatre where the Cotton Club Revue appeared in 1937 and where American singer Elisabeth Welch starred in 'Happy and Glorious' in the mid-1940s. It was the Cotton Club Revue's first time touring outside of New York.,https://flashbak.com/the-cotton-club-revue-visit-london-in-1937-22484/,,,,,,,,,,,,26.07.1937,July.37,1937,1946,,,1,,,,,,,1,1,1,,,,"(Oxford Companion 2007: 235), (BAA March 2 1946)","WW 29/01/20, WW 19/02/20",,,1,,,1,,,1,,,,,,,,,,,,,,
l0118,8 Princes Gate,Ethiopian Legation,London,SW7 1AY,51.501567,-0.169974,"Site of the Ethiopian Legation, which was sold due to lack of funds. Exiled Emperor Haile Selassie spent time here upon arriving in London in 1936, working with a retinue of advisors to galavanize political support for the Ethiopian cause from European governments like Britain's.",https://dcrn.northeastern.edu/an-exiled-emperor-in-london/,,,,,,,,,,,,,,1935,,1,1,1,,,,,,,,,,,,,"(Oxford Companion 2007: 289), (King 1973: 198)",WW 30/01/20,,,,1,,1,,,,,,,,,,,,,1,,,,
l0119,"Anti Air War Memorial, Highbeam House",,London,IG8 0RD,51.616931,0.025664,"Site of a memorial commissioned and erected by the suffragist Sylvia Pankhurst in 1935 as 'a protest against war in the air'. It was unveiled by R. P. Zaphiro, secretary of the Imperial Ethiopian Legation. The memorial was vandalised and stolen on its first night, and had to be replaced.",,,,,,,,,,,,,20/10/1935,October.35,1935,1935,1,,,,,,,,,,,,,,,(https://historicengland.org.uk/listing/the-list/list-entry/1081040),WW 30/01/20,,,,1,,,,1,,,,,,,,,,,,,,,
l0120,,Lyons Corner House,London,,unknown,unknown,Site of a tea house where Guyanese activist Ras T. Makonnen and others went for tea following the 1935 rally for Ethiopia.,,,,,,,,,,,,,,,1935,1935,1,,,,,,,,,,,,,,,(King 1973: 114),WW 30/01/20,,,1,,,,,,,,,,,,,,,,,,,,
l0121,Waterloo Station,,London,SE1 8SW,51.503179,-0.112316,"Site of the train station where Emperor Haile Selassie arrived from Plymouth in 1936. The Emperor and Princess Tsehai were greeted by a group of admirers, including two young girls bearing flowers, organized by the International African Friends of Ethiopia (IAFE). Selassie was reportedly very touched by the affectionate welcome he received.",https://dcrn.northeastern.edu/an-exiled-emperor-in-london/,,,,1,,,,,,,,,June.36,1936,1936,,1,,,,,,,,,,,,,,"(King 1973: 115), (Oxford Companion 2007: 200)",WW 30/01/20,,,,1,,,,,,,,,,,,,,,1,,,,
l0122,The British Museum,,London,WC1B 3DG,51.5195,-0.1269,Site of a museum housing historial treasures from around the world. Guyanese activist T. Ras. Makonnen came here in 1935-6 to discover all he could about Ethiopian history.,,,,,,,,,,,,,,,1935,1936,1,1,,,,,,,,,,,,,,(King 1973: 115),WW 30/01/20,,,,,,,,,,,,,1,,,,,,,,,,
